ID,sentence
common_voice_zh-CN_20400727.mp3,五反田站的鐵路車站。
common_voice_zh-CN_21108457.mp3,維涅厄勒人口變化圖示
common_voice_zh-CN_32974416.mp3,兩個站臺中部設有進出站閘機通往站廳。
common_voice_zh-CN_33211865.mp3,可以與水以任意比混溶。
common_voice_zh-CN_18987897.mp3,古老的街道並排。
common_voice_zh-CN_18597281.mp3,那古寺是位於日本千葉縣館山市的那古，真言宗智山派的佛寺。
common_voice_zh-CN_33375120.mp3,中華街是東亞地區的唐人街的名稱。
common_voice_zh-CN_32908312.mp3,享年六十歲。
common_voice_zh-CN_18811806.mp3,參加了晉西北戰役、百團大戰等。
common_voice_zh-CN_18979747.mp3,孫奎的老母親見此便使勁攥住刺刀。
common_voice_zh-CN_33208649.mp3,素興花
common_voice_zh-CN_33211963.mp3,東晉慧遠曾以照寂二字來統括禪修方法。
common_voice_zh-CN_27642524.mp3,吊鉤或起重機。
common_voice_zh-CN_33121285.mp3,曾派韓亨權前往蘇聯接受領導。
common_voice_zh-CN_33111860.mp3,通稱步兵學校。
common_voice_zh-CN_18597869.mp3,他發出慘叫
common_voice_zh-CN_25067479.mp3,紐約參展交流
common_voice_zh-CN_18772170.mp3,本州徵辟爲從事，任命爲佐着作郎，並不就任。
common_voice_zh-CN_23622478.mp3,學生貸款。
common_voice_zh-CN_21788443.mp3,精力值會自動恢復。
common_voice_zh-CN_33287164.mp3,尼西亞信經指出子與父是本體相同的。
common_voice_zh-CN_20409520.mp3,明朝洪武十三年改爲屯田清吏司。
common_voice_zh-CN_19861131.mp3,蒂芬大學已獲得認證。
common_voice_zh-CN_22256902.mp3,祖父鄭肇。
common_voice_zh-CN_33051762.mp3,該公司在二戰前及二戰期間透過漢堡飛機制造公司生產飛機。
common_voice_zh-CN_20790034.mp3,聯合公用事業集團是英國最大的水務公司。
common_voice_zh-CN_18536397.mp3,然而告知旁人均不被重視。
common_voice_zh-CN_20139988.mp3,貢德勒克桑格。
common_voice_zh-CN_19011191.mp3,大雄圖曾在贏出贏出一哩半的讓賽。
common_voice_zh-CN_22794587.mp3,是電子角色扮演遊戲系列女神戰記的第三作。
common_voice_zh-CN_21602515.mp3,因善於文筆的事而出名。
common_voice_zh-CN_19062684.mp3,當米納哈薩的基督徒購買新年除夕慶祝活動所用的豬肉時發生爆炸。
common_voice_zh-CN_20866749.mp3,通常由女方在情人節當天贈送。
common_voice_zh-CN_19544940.mp3,該文物保護單位由安圖縣文物管理所管理。
common_voice_zh-CN_33371038.mp3,本表所列出的是三昧堂創意木偶團隊布袋戲系列的人物。
common_voice_zh-CN_18992778.mp3,與毛利小五郎有關係的人一個個都遭到不明兇手的襲擊。
common_voice_zh-CN_18663731.mp3,孫穎浩，山東乳山人，中國泌尿外科學專家。
common_voice_zh-CN_19110748.mp3,盒形藻目爲藻類植物之一植物目。
common_voice_zh-CN_22488265.mp3,主要使用者爲腿部有殘障人士。
common_voice_zh-CN_23598022.mp3,其總部設於九龍尖沙咀香港童軍中心。
common_voice_zh-CN_20400700.mp3,理論物理學通過爲現實世界建立數學模型來試圖理解所有物理現象的運行機制。
common_voice_zh-CN_32730045.mp3,可當作觀賞魚。
common_voice_zh-CN_18985029.mp3,多紋條鰍爲鰍科條鰍屬的魚類。
common_voice_zh-CN_19703869.mp3,常與另一種有序的線性資料集合佇列相提並論。
common_voice_zh-CN_22528253.mp3,最終謝維俊被撤職。
common_voice_zh-CN_32727526.mp3,而他的姊姊是受到該校教授古川竹二的影響。
common_voice_zh-CN_19001164.mp3,吳廷可是廣平省廣寧府麗水縣大豐祿總大豐祿社出生。
common_voice_zh-CN_23903846.mp3,每當阿公要離去時
common_voice_zh-CN_20085089.mp3,真核基因組通常大於原核生物。
common_voice_zh-CN_26218529.mp3,傑夫·馬塞爾、馬特·曼迪和傑夫·塞普。
common_voice_zh-CN_33276559.mp3,他出生於英國牛津郡。
common_voice_zh-CN_22035145.mp3,當時日文並沒有書寫系統。
common_voice_zh-CN_20359867.mp3,鄭芳田。
common_voice_zh-CN_22450968.mp3,和田地區位於新疆維吾爾自治區最南端。
common_voice_zh-CN_22094727.mp3,統一黨是中華民國初年的政黨。
common_voice_zh-CN_18779304.mp3,父母是德國人，從納粹德國遷至英國。
common_voice_zh-CN_19008581.mp3,也是秦始皇管理秦國的基礎。
common_voice_zh-CN_32590600.mp3,其他傳統強國如願進入了淘汰賽。
common_voice_zh-CN_19702814.mp3,主演暴坊將軍。
common_voice_zh-CN_19716739.mp3,子公司化之後其工作室轉移至小平市小川町。
common_voice_zh-CN_18995237.mp3,他在場上主要司職防守型中場。
common_voice_zh-CN_33635167.mp3,祖父曹楚陽。
common_voice_zh-CN_20084891.mp3,硝酸酯也是一類藥物。
common_voice_zh-CN_22087457.mp3,該區域成爲法蘭克福班荷福斯威爾德爾區的中心商業區。
common_voice_zh-CN_25035549.mp3,這樣使用者可以按照自己的習慣安裝槍揹帶。
common_voice_zh-CN_21792848.mp3,日耳曼鎮區爲美國堪薩斯州史密斯縣轄下的鎮區。
common_voice_zh-CN_18979919.mp3,這種事件不斷地重覆發生。
common_voice_zh-CN_18782332.mp3,它位於伊利諾州芝加哥西南普萊諾的福克斯河河畔，佔地。
common_voice_zh-CN_19011166.mp3,德裔移民也將這個傳統帶到了英國和美國。
common_voice_zh-CN_20071564.mp3,潮汐加速是行星與其衛星之間潮汐力的效應。
common_voice_zh-CN_18536594.mp3,也就是說「使用非線性控制架構不一定可以改善費用泛函的期望值」。
common_voice_zh-CN_21602513.mp3,馬尼昂。
common_voice_zh-CN_20737979.mp3,克里斯蒂安十世的長子。
common_voice_zh-CN_19063719.mp3,兩人因而聯手發動叛亂。
common_voice_zh-CN_22152597.mp3,黃邊短溝紅螢爲紅螢科短溝紅螢屬下的一個種。
common_voice_zh-CN_32733741.mp3,雷託人口變化圖示
common_voice_zh-CN_22063850.mp3,奧薩南岸。
common_voice_zh-CN_18774159.mp3,其後他任職參議、權中納言與検非違使，正平十四年／延文四年就任權大納言。
common_voice_zh-CN_25137909.mp3,養老郡爲岐阜縣管轄的一郡。
common_voice_zh-CN_22091123.mp3,但高蛋白食物與富含脂肪的烘培食物引起與其血糖響應不成比例的的更高的胰島素響應。
common_voice_zh-CN_18714719.mp3,王荁，字季孺，浙江寧波府慈谿縣人，民籍，明朝政治人物、進士出身。
common_voice_zh-CN_21674689.mp3,在很多方面大氣潮和海洋潮汐類似。
common_voice_zh-CN_21401211.mp3,索澤勒人口變化圖示
common_voice_zh-CN_18772150.mp3,它始於東部的卡蘭德小鎮，經過卡特琳湖北岸，最終到達西部的洛蒙德湖岸。
common_voice_zh-CN_32729354.mp3,粉紅溲疏爲虎耳草科溲疏屬下的一個種。
common_voice_zh-CN_18626798.mp3,系列元素還出現在其他遊戲作品中，諸如任天堂明星大亂鬥和《穿越領域計劃》。
common_voice_zh-CN_32969829.mp3,茅大芳人。
common_voice_zh-CN_18992266.mp3,同時也是澳大利亞最享有盛譽的澳大利亞八大名校的聯盟成員之一。
common_voice_zh-CN_33206924.mp3,有關摩天大樓結構設計的調查依然在進行中。
common_voice_zh-CN_18771568.mp3,在戴頓大學獲得學士學位，並獲得碩士和博士學位。
common_voice_zh-CN_20924513.mp3,拉魯縣是位於美國肯塔基州中部的一個縣。
common_voice_zh-CN_32604372.mp3,坑外東南不遠有一處反照率較低的區域。
common_voice_zh-CN_20978084.mp3,並宣佈於演藝圈中隱退。
common_voice_zh-CN_22056385.mp3,縣治喬治敦。
common_voice_zh-CN_32595114.mp3,目前擔任吉備國際大學社會學部教授。
common_voice_zh-CN_21239632.mp3,麗江紫菀是菊科紫菀屬的植物。
common_voice_zh-CN_33380141.mp3,在紐約市和巴林設有國際辦事處。
common_voice_zh-CN_22152778.mp3,它們主要在濃密的灌木叢植被生活。
common_voice_zh-CN_32895604.mp3,北極地區有多種定義。
common_voice_zh-CN_20506025.mp3,果實爲離果。
common_voice_zh-CN_21674679.mp3,馬韶因此官至太常博士。
common_voice_zh-CN_22065003.mp3,出生於北京。
common_voice_zh-CN_22064954.mp3,屬六方晶系。
common_voice_zh-CN_18594184.mp3,索爾特代爾是位於美國加利福尼亞州克恩縣的一個非建制地區。
common_voice_zh-CN_32967216.mp3,金朝時設置保安縣。
common_voice_zh-CN_22086280.mp3,在臺灣以外的其他華人地區通常稱爲銀行卡。
common_voice_zh-CN_18980044.mp3,上海中山公園位於上海長寧區市中心。
common_voice_zh-CN_19008692.mp3,也是英雄傳說系列第一次在掌上游戲機上開發的作品。
common_voice_zh-CN_23994884.mp3,拉沙佩勒於雷埃。
common_voice_zh-CN_19007770.mp3,曾在仰光幫助建立太陽報。
common_voice_zh-CN_22105818.mp3,城市本身坐落在巴克爾河北岸的一個海角上。
common_voice_zh-CN_33577471.mp3,降低商業銀行的存貸款利率。
common_voice_zh-CN_32900470.mp3,微異瓷蟹爲瓷蟹科異瓷蟹屬下的一個種。
common_voice_zh-CN_19877627.mp3,後轉小承御上士。
common_voice_zh-CN_22115185.mp3,住在紐約。
common_voice_zh-CN_33221850.mp3,熊化人。
common_voice_zh-CN_21792966.mp3,因此查圖西茨戰役是兩軍主力的一場遭遇戰。
common_voice_zh-CN_19240385.mp3,其也被譽爲尼泊爾的國民美食。
common_voice_zh-CN_33276705.mp3,王象恆人。
common_voice_zh-CN_20167087.mp3,聖瑪利亞號的噸位和尺寸並沒有留下任何歷史記錄。
common_voice_zh-CN_33213514.mp3,唐高祖李淵的寶林。
common_voice_zh-CN_33054393.mp3,和一般麪條製作手一樣。
common_voice_zh-CN_20737933.mp3,一些建築材料和配件來自聖嘉祿堂。
common_voice_zh-CN_18877905.mp3,溫菲爾德鎮區爲美國堪薩斯州吉里縣轄下的鎮區。
common_voice_zh-CN_18647008.mp3,一個月後，北部邦社會黨的祕書長阿瑪·辛格向他轉交了“搞笑諾貝爾獎”。
common_voice_zh-CN_18812038.mp3,阿納斯塔西婭·庫爾久科娃，俄羅斯女子羽毛球運動員。
common_voice_zh-CN_32742364.mp3,此後宮殿還進行了多次擴建。
common_voice_zh-CN_20400699.mp3,這是一個以荷蘭語爲官方語言的國家和地區的列表。
common_voice_zh-CN_21382950.mp3,金子真大成員。
common_voice_zh-CN_19486438.mp3,該物種的模式產地在尼泊爾和阿波山區。
common_voice_zh-CN_33572195.mp3,本州最高的布萊克峯位於本縣。
common_voice_zh-CN_21378632.mp3,壬酸銨是具有溶解性的。
common_voice_zh-CN_19323182.mp3,本鄉最重要的景點是聖奧斯瓦爾德教堂。
common_voice_zh-CN_22101965.mp3,高山地榆是薔薇科地榆屬的植物。
common_voice_zh-CN_18983394.mp3,利用赤眼蜂防治甘蔗螟蟲的研究取得成功。
common_voice_zh-CN_24941298.mp3,最高檢領導、檢委會專職委員、檢委會委員出席會議並提出意見建議
common_voice_zh-CN_19026578.mp3,亦會出現某些動物作出幫助。
common_voice_zh-CN_33584267.mp3,琉球的鄉學始於琉球國第二尚氏王朝時期。
common_voice_zh-CN_20018649.mp3,魚乾女嫁唐禦侮校尉杜守。
common_voice_zh-CN_19702950.mp3,此後各位將領守臣皆升賞有別。
common_voice_zh-CN_20359857.mp3,阿塔羅斯柱廊興建。
common_voice_zh-CN_22417914.mp3,研究疫情後期涉法社會問題的解決和各類矛盾的化解
common_voice_zh-CN_19712498.mp3,父親死後他承襲城陽公爵位。
common_voice_zh-CN_18999869.mp3,裏德馬克地區阿貝恩多夫是奧地利上奧地利州烏爾法爾城郊縣的一個市鎮。
common_voice_zh-CN_22088701.mp3,據說阿瑜陀耶的戰爭藉口之一是其治下奴隸不斷逃亡至素可泰。
common_voice_zh-CN_20790019.mp3,辛菲羅波爾國際機場。
common_voice_zh-CN_32892233.mp3,清河道署的歷史年代爲清代。
common_voice_zh-CN_22114413.mp3,儘管另外一個成功的原因是對東德年輕人的系統培養。
common_voice_zh-CN_26206599.mp3,下班後你喜歡怎樣放鬆？
common_voice_zh-CN_21602444.mp3,起士林。
common_voice_zh-CN_19266248.mp3,保險費決定於債券發行方的違約風險。
common_voice_zh-CN_19702846.mp3,同時郭春富兼任中央軍委紀律檢查委員會委員。
common_voice_zh-CN_25934513.mp3,所有權問題似乎更爲複雜。
common_voice_zh-CN_32666854.mp3,十月十四日補記。
common_voice_zh-CN_22003101.mp3,機場也有事故救援和消防樓以應對突發情況。
common_voice_zh-CN_21410738.mp3,順天府鄉試第五十三名。
common_voice_zh-CN_23613974.mp3,這一時期樂團的首席指揮是。
common_voice_zh-CN_25007354.mp3,牛頓環現象是由平凸透鏡下凸面和平面透鏡的上平面所分別反射的光線產生干涉的結果。
common_voice_zh-CN_19521029.mp3,北宋着名畫家。
common_voice_zh-CN_32603634.mp3,他是巴西曆史上最偉大游泳運動員之一。
common_voice_zh-CN_19266309.mp3,關係是什麼？
common_voice_zh-CN_33371591.mp3,北角爲享譽世界的莫雷諾冰川。
common_voice_zh-CN_18995877.mp3,廣東丙子鄉試。
common_voice_zh-CN_22528092.mp3,出生於千葉縣。
common_voice_zh-CN_19026581.mp3,太平興國三年升漣水縣置。
common_voice_zh-CN_20249340.mp3,白洋淀緣口吸蟲爲棘口科緣口屬的動物。
common_voice_zh-CN_32890764.mp3,祿坤丁丑科翻譯進士。
common_voice_zh-CN_22295386.mp3,出售計劃已獲得中華人民共和國財政部批准及香港金融管理局的原則性批准。
common_voice_zh-CN_19014576.mp3,你作爲天下名士必須有堅定的信念！
common_voice_zh-CN_18955308.mp3,當時名爲莫斯基託縣。
common_voice_zh-CN_33401471.mp3,曾被授予老撾人民民主共和國最高金質勳章。
common_voice_zh-CN_18652196.mp3,南川郡，中國唐朝時設置的郡。
common_voice_zh-CN_19712365.mp3,這種形態都是離片錐目的亞目。
common_voice_zh-CN_18987760.mp3,樞機團內部對聖座對外政策的持續分歧造成這次教會分裂。
common_voice_zh-CN_19878429.mp3,代頓鎮區爲美國堪薩斯州菲利普斯縣轄下的鎮區。
common_voice_zh-CN_33493590.mp3,阿克薩科沃是保加利亞的一座城市。
common_voice_zh-CN_19716510.mp3,克里普提指斯巴達奴隸主殘殺希洛人的恐怖行動。
common_voice_zh-CN_22116493.mp3,使倖存者之一的路霸發誓要幫公爵報仇。
common_voice_zh-CN_18782191.mp3,李時芳，字惟榮，陝西西安府幹州武功縣人，軍籍，明朝政治人物、進士出身。
common_voice_zh-CN_19014588.mp3,劇中各種人物的配音也是十分具有特色的地方。
common_voice_zh-CN_32964445.mp3,亞毛無心菜爲石竹科無心菜屬下的一個種。
common_voice_zh-CN_19110807.mp3,越谷治未婚。
common_voice_zh-CN_22217473.mp3,他的父親和祖父都是職業自行車車手。
common_voice_zh-CN_18627065.mp3,俄亥俄鎮區爲美國堪薩斯州塞奇威克縣轄下的鎮區。
common_voice_zh-CN_22173316.mp3,德欽梅花草爲衛矛科梅花草屬下的一個種。
common_voice_zh-CN_18996571.mp3,大區首府所在地爲埃爾穆波利。
common_voice_zh-CN_20924430.mp3,該提案被轉送中央機構編制委員會。
common_voice_zh-CN_33389197.mp3,莫納維是位於美國亞利桑那州可可尼諾縣的一個非建制地區。
common_voice_zh-CN_18996094.mp3,牽牛餵羊等等農事
common_voice_zh-CN_33032158.mp3,戴喜雲有四子。
common_voice_zh-CN_18983518.mp3,紅花姬旋花爲旋花科菜欒藤屬下的一個種。
common_voice_zh-CN_19063759.mp3,由新城娛樂臺現場播出。
common_voice_zh-CN_32887583.mp3,後來被彩虹唱片公司簽下。
common_voice_zh-CN_18754619.mp3,該朝聖地已被列爲世界遺產和法國曆史古蹟加以保護。
common_voice_zh-CN_19322857.mp3,此後佐治鎮號主要用作護航商船。
common_voice_zh-CN_19716667.mp3,稀序衛矛爲衛矛科衛矛屬下的一個種。
common_voice_zh-CN_19008694.mp3,武安州在唐朝是沃州地。
common_voice_zh-CN_18756060.mp3,這個遊戲總體上得到了好評。
common_voice_zh-CN_33219456.mp3,目前是天主教馬賽總教區的附屬教區。
common_voice_zh-CN_18825792.mp3,萬曆二年，登進士第二甲第二十八名。
common_voice_zh-CN_18811974.mp3,後來據他自己的報告，這個行爲爲他造成一些“困擾”。
common_voice_zh-CN_22073550.mp3,扶桑町爲愛知縣北部的町。
common_voice_zh-CN_19863467.mp3,尼尼微省是伊拉克十八省之一。
common_voice_zh-CN_18817067.mp3,十月十七，元帝又恢復講《老子》，百官穿軍裝聽講。
common_voice_zh-CN_33497332.mp3,尾葉鵝掌柴是五加科鵝掌柴屬的植物。
common_voice_zh-CN_22237470.mp3,日木倫獨宮位於當圪希德獨宮西北方向。
common_voice_zh-CN_32969978.mp3,名家抄本具有更珍貴的收藏價值。
common_voice_zh-CN_32498887.mp3,對大風感到失望的福實被父親強行帶回家。
common_voice_zh-CN_22064050.mp3,天寶十四載爆發了安史之亂。
common_voice_zh-CN_18627115.mp3,只要好好活着就夠了
common_voice_zh-CN_19711461.mp3,芬尼縣是美國堪薩斯州西南部的一個縣。
common_voice_zh-CN_18776183.mp3,天螺屬是一個海螺的屬，屬於天螺科的海洋腹足綱軟體動物。
common_voice_zh-CN_19511703.mp3,最近的進展已經讓機器人的行爲變成更加複雜。
common_voice_zh-CN_23932132.mp3,雙方皆威脅向對方採取軍事行動爭取對方放人。
common_voice_zh-CN_19110793.mp3,曝光是相機把光記錄進感光媒體裏的過程。
common_voice_zh-CN_33206112.mp3,山頂有雨石庵。
common_voice_zh-CN_19704778.mp3,之後桶頭開始製作自己作曲演奏的小樣專輯。
common_voice_zh-CN_20163032.mp3,翻新期間亦進行了結構改善工程。
common_voice_zh-CN_33277444.mp3,清朝稱小麻線衚衕。
common_voice_zh-CN_32738134.mp3,聖伊萊爾人口變化圖示
common_voice_zh-CN_22063139.mp3,廁所在下行線側。
common_voice_zh-CN_22074501.mp3,離散政治是離散學的一部份。
common_voice_zh-CN_33495429.mp3,西漢義陽侯傅介子始居北地郡。
common_voice_zh-CN_19703785.mp3,景泰三年又因爲距離崇武所太遠而遷到晉江石獅。
common_voice_zh-CN_32598807.mp3,恐龍化石是恐龍的化石。
common_voice_zh-CN_22117931.mp3,扶餘郡是古百濟國的首都。
common_voice_zh-CN_19339692.mp3,邊境對面是西藏自治區日喀則市聶拉木縣樟木鎮的樟木居委會。
common_voice_zh-CN_33576769.mp3,自己觀察天氣
common_voice_zh-CN_22190268.mp3,二磷酸腺苷與鈣離子是酶的變構增活因子。
common_voice_zh-CN_18983645.mp3,公園範圍包括北潭凹至榕樹澳一帶。
common_voice_zh-CN_33576423.mp3,施塔瑙是德國圖林根州的一個市鎮。
common_voice_zh-CN_33388485.mp3,代跑派用時機爲比分接近時。
common_voice_zh-CN_22105175.mp3,這座教堂是天主教奧斯塔教區的主教座堂。
common_voice_zh-CN_18999962.mp3,該卡洪被認爲起源於祕魯。
common_voice_zh-CN_18652048.mp3,科爾東是法國上薩瓦省的一個市鎮，位於該省東部，屬於邦訥維勒區。
common_voice_zh-CN_22064151.mp3,有人認爲跟美洲印第安人過度捕獵有關。
common_voice_zh-CN_22163479.mp3,而沒有加壓的服務模組是從聯盟號的服務模組修改而來。
common_voice_zh-CN_18531586.mp3,許多標榜馬克思主義的政權是由共產主義政黨一黨專政的國家，例如前東德。
common_voice_zh-CN_23620524.mp3,該黨曾參加聯合六月運動。
common_voice_zh-CN_33274104.mp3,卡朗圖瓦。
common_voice_zh-CN_19703171.mp3,大多數支持參數多態的面嚮對象語言可以把參數限定爲給定類型的子類型。
common_voice_zh-CN_32963826.mp3,叫河鄉是中國河南省洛陽市欒川縣下轄的一個鄉。
common_voice_zh-CN_22466247.mp3,據說系漢末三國時袁紹之墓。
common_voice_zh-CN_18758469.mp3,劉策，字範董，順天府武定縣人，明朝政治人物。
common_voice_zh-CN_18990997.mp3,簇花蛇根草爲茜草科蛇根草屬的植物。
common_voice_zh-CN_19703038.mp3,而當時荒木村重有所向無敵的毛利村上水軍作海援。
common_voice_zh-CN_33106389.mp3,婆姨是晉語地區對已婚女人的稱謂。
common_voice_zh-CN_20778941.mp3,光緒十七年中武舉。
common_voice_zh-CN_19059851.mp3,聖西吉斯蒙人口變化圖示
common_voice_zh-CN_18597878.mp3,金耳城，爲設賞伽高達王國之都城，設賞伽爲古代孟加拉歷史上第一位重要國王。
common_voice_zh-CN_19110749.mp3,霍赫萊滕是奧地利下奧地利州米斯特爾巴赫縣的一個市鎮。
common_voice_zh-CN_19704045.mp3,主辦國英國將直接在每個單項獲得一個參賽名額。
common_voice_zh-CN_22112559.mp3,然而此舉反而導致被逼往反國民黨方向的蔡介雄與蘇南成聯合造勢。
common_voice_zh-CN_32515803.mp3,該島人口也位居法羅羣島第二位。
common_voice_zh-CN_18978548.mp3,畢業於山東農業大學農學專業。
common_voice_zh-CN_32489234.mp3,埃爾博爾。
common_voice_zh-CN_22109298.mp3,詳見音高。
common_voice_zh-CN_18979251.mp3,黃色素細胞將沿脊椎和四肢上端排列。
common_voice_zh-CN_33287562.mp3,傘形科歐芹屬的二年生草本。
common_voice_zh-CN_32669270.mp3,學校旨在培養醫療保健人才。
common_voice_zh-CN_19513633.mp3,意大利國家奧林匹克委員會是意大利的國家奧林匹克委員會。
common_voice_zh-CN_21601962.mp3,此後英國不再有護國公。
common_voice_zh-CN_18627135.mp3,普雷斯頓是一個位於美國愛達荷州富蘭克林縣的城市。
common_voice_zh-CN_19378907.mp3,儀仗連改編爲中國人民解放軍公安警衛師警衛營二連。
common_voice_zh-CN_18985078.mp3,車站下方有地下道。
common_voice_zh-CN_19110885.mp3,羅馬尼亞最大的宗教是東正教。
common_voice_zh-CN_22085785.mp3,玫紅野青茅爲禾本科野青茅屬下的一個種。
common_voice_zh-CN_33277944.mp3,迪樂芬妮出生於英國倫敦。
common_voice_zh-CN_33131186.mp3,康熙二十六年主持山東鄉試。
common_voice_zh-CN_22094502.mp3,譚凱文父母都是臺灣移民。
common_voice_zh-CN_32521936.mp3,主演是第一次演出戀愛電視劇的廣瀨愛麗絲與淺利陽介。
common_voice_zh-CN_33273898.mp3,其中西班牙的塞爾維特終被克爾文派的日內瓦政府予以逮捕和處死。
common_voice_zh-CN_33219979.mp3,兄長是李襲志。
common_voice_zh-CN_22550014.mp3,最高檢黨組書記、檢察長張軍在談到學習運用習近平新時代中國特色社會主義思想時指出
common_voice_zh-CN_32970668.mp3,太微垣有星官二十個。
common_voice_zh-CN_18627551.mp3,街機博物館的莫斯科館和聖彼得堡分館定期舉辦一些活動。
common_voice_zh-CN_24971605.mp3,右面油箱漏出燃油即時着火。
common_voice_zh-CN_20924563.mp3,阿爾瓦雷茨生於美國加州伯克利。
common_voice_zh-CN_23609205.mp3,本列表爲中華民國駐巴拿馬歷任大使的名錄。
common_voice_zh-CN_33276605.mp3,該區也是北海艦隊駐紮地。
common_voice_zh-CN_18597151.mp3,除特別註明外，所有節目均爲高清製作。
common_voice_zh-CN_18955326.mp3,青河縣是越南海陽省下轄的一個縣。
common_voice_zh-CN_18985154.mp3,位於吉安市東北部。
common_voice_zh-CN_20084912.mp3,知識網絡是知識元之間相互關聯形成的網絡。
common_voice_zh-CN_19485991.mp3,掉落者無獎金可得。
common_voice_zh-CN_18776434.mp3,朗斯莫是荷蘭的一個市鎮和城市，在行政區劃上屬於北荷蘭省。
common_voice_zh-CN_27650757.mp3,鄭王李元懿之後。
common_voice_zh-CN_22105383.mp3,母董氏。
common_voice_zh-CN_27949872.mp3,他們是從南邊波托馬克河進入這個河谷的。
common_voice_zh-CN_18730670.mp3,鏡眼蟲是生存於晚奧陶紀至晚泥盆紀的一屬三葉蟲，生活在溫暖的淺海中。
